PMID,HCM_In_Title,HCM_In_Abstract,ECG_In_Title,ECG_In_Abstract,TI,AB
33304928,Yes,Yes,No,No,Neural-Network-Based Diagnosis Using 3-Dimensional Myocardial Architecture and Deformation: Demonstration for the Differentiation of Hypertrophic Cardiomyopathy.,"The diagnosis of cardiomyopathy states may benefit from machine-learning (ML) based approaches, particularly to distinguish those states with similar phenotypic characteristics. Three-dimensional myocardial deformation analysis (3D-MDA) has been validated to provide standardized descriptors of myocardial architecture and deformation, and may therefore offer appropriate features for the training of ML-based diagnostic tools. We aimed to assess the feasibility of automated disease diagnosis using a neural network trained using 3D-MDA to discriminate hypertrophic cardiomyopathy (HCM) from its mimic states: cardiac amyloidosis (CA), Anderson-Fabry disease (AFD), and hypertensive cardiomyopathy (HTNcm). 3D-MDA data from 163 patients (mean age 53.1 +/- 14.8 years; 68 females) with left ventricular hypertrophy (LVH) of known etiology was provided. Source imaging data was from cardiac magnetic resonance (CMR). Clinical diagnoses were as follows: 85 HCM, 30 HTNcm, 30 AFD, and 18 CA. A fully-connected-layer feed-forward neural was trained to distinguish HCM vs. other mimic states. Diagnostic performance was compared to threshold-based assessments of volumetric and strain-based CMR markers, in addition to baseline clinical patient characteristics. Threshold-based measures provided modest performance, the greatest area under the curve (AUC) being 0.70. Global strain parameters exhibited reduced performance, with AUC under 0.64. A neural network trained exclusively from 3D-MDA data achieved an AUC of 0.94 (sensitivity 0.92, specificity 0.90) when performing the same task. This study demonstrates that ML-based diagnosis of cardiomyopathy states performed exclusively from 3D-MDA is feasible and can distinguish HCM from mimic disease states. These findings suggest strong potential for computer-assisted diagnosis in clinical practice."
33272531,Yes,Yes,No,No,Texture analysis applied in T1 maps and extracellular volume obtained using cardiac MRI in the diagnosis of hypertrophic cardiomyopathy and hypertensive heart disease compared with normal controls.,"AIM: To assess the potential of texture analysis (TA) applied in T1 maps and extracellular volume (ECV) obtained using cardiac magnetic resonance (CMR) in the diagnosis of hypertrophic cardiomyopathy (HCM) and hypertensive heart disease (HHD) compared with normal controls (NC). Strain parameters were analysed to compare with final TA models. MATERIALS AND METHODS: This retrospective study included 66 HCM patients, 39 HHD patients, and 41 NC. Step-wise dimension reduction and feature selection were performed by reproducibility, machine learning, collinearity, and multivariable regression analysis to select the texture features that enable diagnosis of and differentiation between HCM and HHD. Strain parameters were calculated by short-axis and three long-axis cine sequences. RESULTS: Independent features in T1 maps and ECV analysis allowed for the differentiation between patients (HCM and HHD) and NC. Of the best-calculated model, the areas under the receiver operating curve (AUCs) were as follows: 0.969 for T1 map and 0.964 for ECV. To distinguish HCM from HHD, two independent features were screened out for both T1 and ECV maps. The AUCs were as follows: 0.793 for T1 map and 0.894 for ECV. Radial, circumferential, and longitudinal strain parameters could differentiate patients from NC, but only longitudinal strain parameters was significantly different between HCM and HHD. CONCLUSIONS: Texture analysis of T1 maps and ECV shows high accuracy in differentiating hypertrophic myocardium from NC, and HCM from HHD. Strain parameters are able to demonstrate the difference between patients and NC, but were less impressive in differentiating HCM and HHD."
33241513,Yes,Yes,No,No,Deep learning algorithm to improve hypertrophic cardiomyopathy mutation prediction using cardiac cine images.,"OBJECTIVES: The high variability of hypertrophic cardiomyopathy (HCM) genetic phenotypes has prompted the establishment of risk-stratification systems that predict the risk of a positive genetic mutation based on clinical and echocardiographic profiles. This study aims to improve mutation-risk prediction by extracting cardiovascular magnetic resonance (CMR) morphological features using a deep learning algorithm. METHODS: We recruited 198 HCM patients (48% men, aged 47 +/- 13 years) and divided them into training (147 cases) and test (51 cases) sets based on different genetic testing institutions and CMR scan dates (2012, 2013, respectively). All patients underwent CMR examinations, HCM genetic testing, and an assessment of established genotype scores (Mayo Clinic score I, Mayo Clinic score II, and Toronto score). A deep learning (DL) model was developed to classify the HCM genotypes, based on a nonenhanced four-chamber view of cine images. RESULTS: The areas under the curve (AUCs) for the test set were Mayo Clinic score I (AUC: 0.64, sensitivity: 64.29%, specificity: 47.83%), Mayo Clinic score II (AUC: 0.70, sensitivity: 64.29%, specificity: 65.22%), Toronto score (AUC: 0.74, sensitivity: 75.00%, specificity: 56.52%), and DL model (AUC: 0.80, sensitivity: 85.71%, specificity: 69.57%). The combination of the DL and the Toronto score resulted in a significantly higher predictive performance (AUC = 0.84, sensitivity: 83.33%, specificity: 78.26%), compared with Mayo I (p = 006), Mayo II (p = 022), and Toronto score (p = 0.029). CONCLUSIONS: The combination of the DL model, based on nonenhanced cine CMR images and the Toronto score yielded significantly higher diagnostic performance in detecting HCM mutations. KEY POINTS: * Deep learning method could enable the extraction of image features from cine images. * Deep learning method based on cine images performed better than established scores in identifying HCM patients with positive genotypes. * The combination of the deep learning method based on cine images and the Toronto score could further improve the performance of the identification of HCM patients with positive genotypes."
33181159,Yes,Yes,No,No,Predicting the development of adverse cardiac events in patients with hypertrophic cardiomyopathy using machine learning.,"BACKGROUND: Only a subset of patients with hypertrophic cardiomyopathy (HCM) develop adverse cardiac events - e.g., end-stage heart failure, cardiovascular death. Current risk stratification methods are imperfect, limiting identification of high-risk patients with HCM. Our aim was to improve the prediction of adverse cardiac events in patients with HCM using machine learning methods. METHODS: We applied modern machine learning methods to a prospective cohort of adults with HCM. The outcome was a composite of death due to heart failure, heart transplant, and sudden death. As the reference model, we constructed logistic regression model using known predictors. We determined 20 predictive characteristics based on random forest classification and a priori knowledge, and developed 4 machine learning models. Results Of 183 patients in the cohort, the mean age was 53 (SD = 17) years and 45% were female. During the median follow-up of 2.2 years (interquartile range, 0.6-3.8), 33 subjects (18%) developed an outcome event, the majority of which (85%) was heart transplant. The predictive accuracy of the reference model was 73% (sensitivity 76%, specificity 72%) while that of the machine learning model was 85% (e.g., sensitivity 88%, specificity 84% with elastic net regression). All 4 machine learning models significantly outperformed the reference model - e.g., area under the receiver-operating-characteristic curve 0.79 with the reference model vs. 0.93 with elastic net regression (p < 0.001). CONCLUSIONS: Compared with conventional risk stratification, the machine learning models demonstrated a superior ability to predict adverse cardiac events. These modern machine learning methods may enhance identification of high-risk HCM subpopulations."
33174017,Yes,Yes,No,No,Identification of circulating hub long noncoding RNAs associated with hypertrophic cardiomyopathy using weighted correlation network analysis.,"Hypertrophic cardiomyopathy (HCM) is one of the most commonly inherited heart diseases and the leading cause of sudden cardiac death among adolescents and young adults. Circulating long noncoding RNAs (lncRNAs) have demonstrated potential as diagnostic and therapeutic targets in several cardiovascular diseases. However, the circulating extracellular lncRNA expression profile of patients with HCM remains unclear. Plasma lncRNA expression was evaluated in patients with HCM and healthy controls using a human lncRNA microarray. A weighted correlation network analysis (WGCNA) and linear models for microarray data (Limma) were used. GSE68316 data from cardiac tissue in the Gene Expression Omnibus database were analysed for further validation. Using WGCNA, two modules (referred to as the magenta and the light‑yellow module) were identified that were positively associated with HCM. Gene Ontology analysis revealed that lncRNAs in the magenta module targeted 'heart growth'. Using Limma, a total of 290 lncRNAs were differentially expressed (210 upregulated and 80 downregulated) in the plasma of HCM patients, compared with controls. Moreover, combined WGCNA and Limma analysis demonstrated that 27 hub lncRNAs in the magenta module and 13 hub lncRNAs in the light‑yellow module were significantly upregulated, compared with the controls. Moreover, of the 40 differentially expressed hub lncRNAs identified in the two modules, three circulating lncRNAs (lnc‑P2RY6‑1:1, ENST00000488040 and ENST00000588047) were also significantly upregulated in the HCM cardiac tissue validation dataset. These lncRNAs may serve as biomarkers and therapeutic targets for precise diagnosis and treatment of HCM."
33099311,Yes,Yes,No,No,Weighted gene co-expression network analysis revealed key biomarkers associated with the diagnosis of hypertrophic cardiomyopathy.,"OBJECTIVE: To reveal the molecular mechanism underlying the pathogenesis of HCM and find new effective therapeutic strategies using a systematic biological approach. METHODS: The WGCNA algorithm was applied to building the co-expression network of HCM samples. A sample cluster analysis was performed using the hclust tool and a co-expression module was constructed. The WGCNA algorithm was used to study the interactive connection between co-expression modules and draw a heat map to show the strength of interactions between modules. The genetic information of the respective modules was mapped to the associated GO terms and KEGG pathways, and the Hub Genes with the highest connectivity in each module were identified. The Wilcoxon test was used to verify the expression level of hub genes between HCM and normal samples, and the ""pROC"" R package was used to verify the possibility of hub genes as biomarkers. Finally, the potential functions of hub genes were analyzed by GSEA software. RESULTS: Seven co-expression modules were constructed using sample clustering analysis. GO and KEGG enrichment analysis judged that the turquoise module is an important module. The hub genes of each module are RPL35A for module Black, FH for module Blue, PREI3 for module Brown, CREB1 for module Green, LOC641848 for module Pink, MYH7 for module Turquoise and MYL6 for module Yellow. The results of the differential expression analysis indicate that MYH7 and FH are considered true hub genes. In addition, the ROC curves revealed their high diagnostic value as biomarkers for HCM. Finally, in the results of the GSEA analysis, MYH7 and FH highly expressed genes were enriched with the ""proteasome"" and a ""PPAR signaling pathway,"" respectively. CONCLUSIONS: The MYH7 and FH genes may be the true hub genes of HCM. Their respective enriched pathways, namely the ""proteasome"" and the ""PPAR signaling pathway,"" may play an important role in the development of HCM."
32525266,Yes,Yes,No,No,Radiomic Analysis of Native T(1) Mapping Images Discriminates Between MYH7 and MYBPC3-Related Hypertrophic Cardiomyopathy.,"BACKGROUND: The phenotype via conventional cardiac MRI analysis of MYH7 (beta-myosin heavy chain)- and MYBPC3 (beta-myosin-binding protein C)-associated hypertrophic cardiomyopathy (HCM) groups is similar. Few studies exist on the genotypic-phenotypic association as assessed by machine learning in HCM patients. PURPOSE: To explore the phenotypic differences based on radiomics analysis of T(1) mapping images between MYH7 and MYBPC3-associated HCM subgroups. STUDY TYPE: Prospective observational study. SUBJECTS: In all, 102 HCM patients with pathogenic, or likely pathogenic mutation, in MYH7 (n = 68) or MYBPC3 (n = 34) genes. FIELD STRENGTH/SEQUENCE: Cardiac MRI was performed at 3.0T with balanced steady-state free precession (bSSFP), phase-sensitive inversion recovery (PSIR) late gadolinium enhancement (LGE), and modified Look-Locker inversion recovery (MOLLI) T(1) mapping sequences. ASSESSMENT: All patients underwent next-generation sequencing and Sanger genetic sequencing. Left ventricular native T(1) and LGE were analyzed. One hundred and fifty-seven radiomic features were extracted and modeled using a support vector machine (SVM) combined with principal component analysis (PCA). Each subgroup was randomly split 4:1 (feature selection / test validation). STATISTICAL TESTS: Mann-Whitney U-tests and Student's t-tests were performed to assess differences between subgroups. A receiver operating characteristic (ROC) curve was used to assess the model's ability to stratify patients based on radiomic features. RESULTS: There were no significant differences between MYH7- and MYBPC3-associated HCM subgroups based on traditional native T(1) values (global, basal, and middle short-axis slice native T(1) ; P = 0.760, 0.914, and 0.178, respectively). However, the SVM model combined with PCA achieved an accuracy and area under the curve (AUC) of 92.0% and 0.968 (95% confidence interval [CI]: 0.968-0.971), respectively. For the test validation dataset, the accuracy and AUC were 85.5% and 0.886 (95% CI: 0.881-0.901), respectively. DATA CONCLUSION: Radiomic analysis of native T(1) mapping images may be able to discriminate between MYH7- and MYBPC3-associated HCM patients, exceeding the performance of conventional native T(1) values. LEVEL OF EVIDENCE: 3 TECHNICAL EFFICACY STAGE: 2 J. MAGN. RESON. IMAGING 2020;52:1714-1721."
32418493,Yes,Yes,No,No,A Validated Model for Sudden Cardiac Death Risk Prediction in Pediatric Hypertrophic Cardiomyopathy.,"BACKGROUND: Hypertrophic cardiomyopathy is the leading cause of sudden cardiac death (SCD) in children and young adults. Our objective was to develop and validate a SCD risk prediction model in pediatric hypertrophic cardiomyopathy to guide SCD prevention strategies. METHODS: In an international multicenter observational cohort study, phenotype-positive patients with isolated hypertrophic cardiomyopathy <18 years of age at diagnosis were eligible. The primary outcome variable was the time from diagnosis to a composite of SCD events at 5-year follow-up: SCD, resuscitated sudden cardiac arrest, and aborted SCD, that is, appropriate shock following primary prevention implantable cardioverter defibrillators. Competing risk models with cause-specific hazard regression were used to identify and quantify clinical and genetic factors associated with SCD. The cause-specific regression model was implemented using boosting, and tuned with 10 repeated 4-fold cross-validations. The final model was fitted using all data with the tuned hyperparameter value that maximizes the c-statistic, and its performance was characterized by using the c-statistic for competing risk models. The final model was validated in an independent external cohort (SHaRe [Sarcomeric Human Cardiomyopathy Registry], n=285). RESULTS: Overall, 572 patients met eligibility criteria with 2855 patient-years of follow-up. The 5-year cumulative proportion of SCD events was 9.1% (14 SCD, 25 resuscitated sudden cardiac arrests, and 14 aborted SCD). Risk predictors included age at diagnosis, documented nonsustained ventricular tachycardia, unexplained syncope, septal diameter z-score, left ventricular posterior wall diameter z score, left atrial diameter z score, peak left ventricular outflow tract gradient, and presence of a pathogenic variant. Unlike in adults, left ventricular outflow tract gradient had an inverse association, and family history of SCD had no association with SCD. Clinical and clinical/genetic models were developed to predict 5-year freedom from SCD. Both models adequately discriminated between patients with and without SCD events with a c-statistic of 0.75 and 0.76, respectively, and demonstrated good agreement between predicted and observed events in the primary and validation cohorts (validation c-statistic 0.71 and 0.72, respectively). CONCLUSION: Our study provides a validated SCD risk prediction model with >70% prediction accuracy and incorporates risk factors that are unique to pediatric hypertrophic cardiomyopathy. An individualized risk prediction model has the potential to improve the application of clinical practice guidelines and shared decision making for implantable cardioverter defibrillator insertion. Registration: URL: https://www.clinicaltrials.gov; Unique identifier: NCT0403679."
32344918,Yes,Yes,No,No,Genetic Dissection of Hypertrophic Cardiomyopathy with Myocardial RNA-Seq.,"Hypertrophic cardiomyopathy (HCM) is an inherited disorder of the myocardium, and pathogenic mutations in the sarcomere genes myosin heavy chain 7 (MYH7) and myosin-binding protein C (MYBPC3) explain 60%-70% of observed clinical cases. The heterogeneity of phenotypes observed in HCM patients, however, suggests that novel causative genes or genetic modifiers likely exist. Here, we systemically evaluated RNA-seq data from 28 HCM patients and nine healthy controls with pathogenic variant identification, differential expression analysis, and gene co-expression and protein-protein interaction network analyses. We identified 43 potential pathogenic variants in 19 genes in 24 HCM patients. Genes with more than one variant included the following: MYBPC3, TTN, MYH7, PSEN2, and LDB3. A total of 2538 protein-coding genes, six microRNAs (miRNAs), and 1617 long noncoding RNAs (lncRNAs) were identified differentially expressed between the groups, including several well-characterized cardiomyopathy-related genes (ANKRD1, FHL2, TGFB3, miR-30d, and miR-154). Gene enrichment analysis revealed that those genes are significantly involved in heart development and physiology. Furthermore, we highlighted four subnetworks: mtDNA-subnetwork, DSP-subnetwork, MYH7-subnetwork, and MYBPC3-subnetwork, which could play significant roles in the progression of HCM. Our findings further illustrate that HCM is a complex disease, which results from mutations in multiple protein-coding genes, modulation by non-coding RNAs and perturbations in gene networks."
32079026,Yes,Yes,No,No,Separation of HCM and LQT Cardiac Diseases with Machine Learning of Ca2+ Transient Profiles.,"BACKGROUND:  Modeling human cardiac diseases with induced pluripotent stem cells not only enables to study disease pathophysiology and develop therapies but also, as we have previously showed, it can offer a tool for disease diagnostics. We previously observed that a few genetic cardiac diseases can be separated from each other and healthy controls by applying machine learning to Ca(2+) transient signals measured from iPSC-derived cardiomyocytes (CMs). OBJECTIVES:  For the current research, 419 hypertrophic cardiomyopathy (HCM) transient signals and 228 long QT syndrome (LQTS) transient signals were measured. HCM signals included data recorded from iPSC-CMs carrying either alpha-tropomyosin, i.e., TPM1 (HCMT) or MYBPC3 or myosin-binding protein C (HCMM) mutation and LQTS signals included data recorded from iPSC-CMs carrying potassium voltage-gated channel subfamily Q member 1 (KCNQ1) mutation (long QT syndrome 1 [LQT1]) or KCNH2 mutation (long QT syndrome 2 [LQT2]). The main objective was to study whether and how effectively HCMM and HCMT can be separated from each other as well as LQT1 from LQT2. METHODS:  After preprocessing those Ca(2+) signals where we computed peak waveforms we then classified the two mutations of both disease pairs by using several different machine learning methods. RESULTS:  We obtained excellent classification accuracies of 89% for HCM and even 100% for LQT at their best. CONCLUSION:  The results indicate that the methods applied would be efficient for the identification of these genetic cardiac diseases."
31727603,Yes,Yes,No,No,Assessment of ventricular tachyarrhythmia in patients with hypertrophic cardiomyopathy with machine learning-based texture analysis of late gadolinium enhancement cardiac MRI.,"OBJECTIVE: To assess the diagnostic value of machine learning-based texture feature analysis of late gadolinium enhancement images on cardiac magnetic resonance imaging (MRI) for assessing the presence of ventricular tachyarrhythmia (VT) in patients with hypertrophic cardiomyopathy. MATERIALS AND METHODS: This retrospective study included 64 patients with hypertrophic cardiomyopathy who underwent cardiac MRI and 24-hour Holter monitoring within 1 year before cardiac MRI. There were 42 men and 22 women with a mean age of 48.13+/-13.06 (SD) years (range: 20-70 years). Quantitative textural features were extracted via manually placed regions of interest in areas with high and intermediate signal intensity on late gadolinium-chelate enhanced images. Feature selection and dimension reduction were performed. The diagnostic performances of machine learning classifiers including support vector machines, Naive Bayes, k-nearest-neighbors, and random forest for predicting the presence of VT were assessed using the results of 24-hour Holter monitoring as the reference test. All machine learning models were assessed with and without the application of the synthetic minority over-sampling technique (SMOTE). RESULTS: Of the 64 patients with hypertrophic cardiomyopathy, 21/64 (32.8%) had VT. Of eight machine learning models investigated, k-nearest-neighbors with SMOTE exhibited the best diagnostic accuracy for the presence or absence of VT. k-nearest-neighbors with SMOTE correctly identified 40/42 (95.2%) VT-positive patients and 40/43 (93.0%) VT-negative patients, yielding 95.2% sensitivity (95% CI: 82.5%-99.1%), 93.0% specificity (95% CI: 79.8%-98.1%) and 94.1% accuracy (95% CI: 88.8%-98%). CONCLUSION: Machine learning-based texture analysis of late gadolinium-chelate enhancement-positive areas is a promising tool for the classification of hypertrophic cardiomyopathy patients with and without VT."
31714190,Yes,Yes,No,No,Three-dimensional Deep Convolutional Neural Networks for Automated Myocardial Scar Quantification in Hypertrophic Cardiomyopathy: A Multicenter Multivendor Study.,"Background Cardiac MRI late gadolinium enhancement (LGE) scar volume is an important marker for outcome prediction in patients with hypertrophic cardiomyopathy (HCM); however, its clinical application is hindered by a lack of measurement standardization. Purpose To develop and evaluate a three-dimensional (3D) convolutional neural network (CNN)-based method for automated LGE scar quantification in patients with HCM. Materials and Methods We retrospectively identified LGE MRI data in a multicenter (n = 7) and multivendor (n = 3) HCM study obtained between November 2001 and November 2011. A deep 3D CNN based on U-Net architecture was used for LGE scar quantification. Independent CNN training and testing data sets were maintained with a 4:1 ratio. Stacks of short-axis MRI slices were split into overlapping substacks that were segmented and then merged into one volume. The 3D CNN per-site and per-vendor performances were evaluated with respect to manual scar quantification performed in a core laboratory setting using Dice similarity coefficient (DSC), Pearson correlation, and Bland-Altman analyses. Furthermore, the performance of 3D CNN was compared with that of two-dimensional (2D) CNN. Results This study included 1073 patients with HCM (733 men; mean age, 49 years +/- 17 [standard deviation]). The 3D CNN-based quantification was fast (0.15 second per image) and demonstrated excellent correlation with manual scar volume quantification (r = 0.88, P < .001) and ratio of scar volume to total left ventricle myocardial volume (%LGE) (r = 0.91, P < .001). The 3D CNN-based quantification strongly correlated with manual quantification of scar volume (r = 0.82-0.99, P < .001) and %LGE (r = 0.90-0.97, P < .001) for all sites and vendors. The 3D CNN identified patients with a large scar burden (>15%) with 98% accuracy (202 of 207) (95% confidence interval [CI]: 95%, 99%). When compared with 3D CNN, 2D CNN underestimated scar volume (r = 0.85, P < .001) and %LGE (r = 0.83, P < .001). The DSC of 3D CNN segmentation was comparable among different vendors (P = .07) and higher than that of 2D CNN (DSC, 0.54 +/- 0.26 vs 0.48 +/- 0.29; P = .02). Conclusion In the hypertrophic cardiomyopathy population, a three-dimensional convolutional neural network enables fast and accurate quantification of myocardial scar volume, outperforms a two-dimensional convolutional neural network, and demonstrates comparable performance across different vendors. (c) RSNA, 2019 Online supplemental material is available for this article."
31304403,Yes,Yes,No,No,Machine learning detection of obstructive hypertrophic cardiomyopathy using a wearable biosensor.,"Hypertrophic cardiomyopathy (HCM) is a heritable disease of heart muscle that increases the risk for heart failure, stroke, and sudden death, even in asymptomatic patients. With only 10-20% of affected people currently diagnosed, there is an unmet need for an effective screening tool outside of the clinical setting. Photoplethysmography uses a noninvasive optical sensor incorporated in commercial smart watches to detect blood volume changes at the skin surface. In this study, we obtained photoplethysmography recordings and echocardiograms from 19 HCM patients with left ventricular outflow tract obstruction (oHCM) and a control cohort of 64 healthy volunteers. Automated analysis showed a significant difference in oHCM patients for 38/42 morphometric pulse wave features, including measures of systolic ejection time, rate of rise during systole, and respiratory variation. We developed a machine learning classifier that achieved a C-statistic for oHCM detection of 0.99 (95% CI: 0.99-1.0). With further development, this approach could provide a noninvasive and widely available screening tool for obstructive HCM."
31243064,Yes,Yes,No,No,Identification of a Multiplex Biomarker Panel for Hypertrophic Cardiomyopathy Using Quantitative Proteomics and Machine Learning.,"Hypertrophic cardiomyopathy (HCM) is defined by pathological left ventricular hypertrophy (LVH). It is the commonest inherited cardiac condition and a significant number of high risk cases still go undetected until a sudden cardiac death (SCD) event. Plasma biomarkers do not currently feature in the assessment of HCM disease progression, which is tracked by serial imaging, or in SCD risk stratification, which is based on imaging parameters and patient/family history. There is a need for new HCM plasma biomarkers to refine disease monitoring and improve patient risk stratification. To identify new plasma biomarkers for patients with HCM, we performed exploratory myocardial and plasma proteomics screens and subsequently developed a multiplexed targeted liquid chromatography-tandem/mass spectrometry-based assay to validate the 26 peptide biomarkers that were identified. The association of discovered biomarkers with clinical phenotypes was prospectively tested in plasma from 110 HCM patients with LVH (LVH+ HCM), 97 controls, and 16 HCM sarcomere gene mutation carriers before the development of LVH (subclinical HCM). Six peptides (aldolase fructose-bisphosphate A, complement C3, glutathione S-transferase omega 1, Ras suppressor protein 1, talin 1, and thrombospondin 1) were increased significantly in the plasma of LVH+ HCM compared with controls and correlated with imaging markers of phenotype severity: LV wall thickness, mass, and percentage myocardial scar on cardiovascular magnetic resonance imaging. Using supervised machine learning (ML), this six-biomarker panel differentiated between LVH+ HCM and controls, with an area under the curve of >/= 0.87. Five of these peptides were also significantly increased in subclinical HCM compared with controls. In LVH+ HCM, the six-marker panel correlated with the presence of nonsustained ventricular tachycardia and the estimated five-year risk of sudden cardiac death. Using quantitative proteomic approaches, we have discovered six potentially useful circulating plasma biomarkers related to myocardial substrate changes in HCM, which correlate with the estimated sudden cardiac death risk."
31160009,Yes,Yes,No,No,Automated extraction of sudden cardiac death risk factors in hypertrophic cardiomyopathy patients by natural language processing.,"BACKGROUND: The management of hypertrophic cardiomyopathy (HCM) patients requires the knowledge of risk factors associated with sudden cardiac death (SCD). SCD risk factors such as syncope and family history of SCD (FH-SCD) as well as family history of HCM (FH-HCM) are documented in electronic health records (EHRs) as clinical narratives. Automated extraction of risk factors from clinical narratives by natural language processing (NLP) may expedite management workflow of HCM patients. The aim of this study was to develop and deploy NLP algorithms for automated extraction of syncope, FH-SCD, and FH-HCM from clinical narratives. METHODS AND RESULTS: We randomly selected 200 patients from the Mayo HCM registry for development (n = 100) and testing (n = 100) of NLP algorithms for extraction of syncope, FH-SCD as well as FH-HCM from clinical narratives of EHRs. The clinical reference standard was manually abstracted by 2 independent annotators. Performance of NLP algorithms was compared to aggregation and summarization of data entries in the HCM registry for syncope, FH-SCD, and FH-HCM. We also compared the NLP algorithms with billing codes for syncope as well as responses to patient survey questions for FH-SCD and FH-HCM. These analyses demonstrated NLP had superior sensitivity (0.96 vs 0.39, p < 0.001) and comparable specificity (0.90 vs 0.92, p = 0.74) and PPV (0.90 vs 0.83, p = 0.37) compared to billing codes for syncope. For FH-SCD, NLP outperformed survey responses for all parameters (sensitivity: 0.91 vs 0.59, p = 0.002; specificity: 0.98 vs 0.50, p < 0.001; PPV: 0.97 vs 0.38, p < 0.001). NLP also achieved superior sensitivity (0.95 vs 0.24, p < 0.001) with comparable specificity (0.95 vs 1.0, p-value not calculable) and positive predictive value (PPV) (0.92 vs 1.0, p = 0.09) compared to survey responses for FH-HCM. CONCLUSIONS: Automated extraction of syncope, FH-SCD and FH-HCM using NLP is feasible and has promise to increase efficiency of workflow for providers managing HCM patients."
30952382,Yes,Yes,No,No,Identifying Ventricular Arrhythmias and Their Predictors by Applying Machine Learning Methods to Electronic Health Records in Patients With Hypertrophic Cardiomyopathy (HCM-VAr-Risk Model).,"Clinical risk stratification for sudden cardiac death (SCD) in hypertrophic cardiomyopathy (HC) employs rules derived from American College of Cardiology Foundation/American Heart Association (ACCF/AHA) guidelines or the HCM Risk-SCD model (C-index  approximately 0.69), which utilize a few clinical variables. We assessed whether data-driven machine learning methods that consider a wider range of variables can effectively identify HC patients with ventricular arrhythmias (VAr) that lead to SCD. We scanned the electronic health records of 711 HC patients for sustained ventricular tachycardia or ventricular fibrillation. Patients with ventricular tachycardia or ventricular fibrillation (n = 61) were tagged as VAr cases and the remaining (n = 650) as non-VAr. The 2-sample ttest and information gain criterion were used to identify the most informative clinical variables that distinguish VAr from non-VAr; patient records were reduced to include only these variables. Data imbalance stemming from low number of VAr cases was addressed by applying a combination of over- and undersampling strategies. We trained and tested multiple classifiers under this sampling approach, showing effective classification. We evaluated 93 clinical variables, of which 22 proved predictive of VAr. The ensemble of logistic regression and naive Bayes classifiers, trained based on these 22 variables and corrected for data imbalance, was most effective in separating VAr from non-VAr cases (sensitivity = 0.73, specificity = 0.76, C-index = 0.83). Our method (HCM-VAr-Risk Model) identified 12 new predictors of VAr, in addition to 10 established SCD predictors. In conclusion, this is the first application of machine learning for identifying HC patients with VAr, using clinical attributes. Our model demonstrates good performance (C-index) compared with currently employed SCD prediction algorithms, while addressing imbalance inherent in clinical data."
29685546,Yes,Yes,No,No,Texture analysis and machine learning of non-contrast T1-weighted MR images in patients with hypertrophic cardiomyopathy-Preliminary results.,"PURPOSE: To test in a first proof-of-concept study whether texture analysis (TA) allows for the detection of myocardial tissue alterations in hypertrophic cardiomyopathy (HCM) on non-contrast T1-weighted cardiac magnetic resonance (CMR) images using machine learning based approaches. METHODS: This retrospective, IRB-approved study included 32 patients with known HCM. Thirty patients with normal CMR served as controls. Regions-of-interest for TA encompassing the left ventricle were drawn on short-axis non-contrast T1-weighted images using a freely available software package. Step-wise dimension reduction and texture feature selection was performed for selecting features enabling the detection of myocardial tissue alterations in HCM patients on non-contrast T1-weighted CMR images. RESULTS: Comparing HCM patients and controls, four texture features were identified showing significant differences between groups (Grey-level Non-uniformity [GLevNonU]: 74 +/- 17 vs. 38 +/- 9, p < .001; Energy of wavelet coefficients in low-frequency sub-bands [WavEnLL]: 58 +/- 5 vs. 48 +/- 10, p < .001; Fraction: 0.70 +/- 0.07 vs. 0.78 +/- 0.05, p < .001; Sum Average: 16.6 +/- 0.4 vs. 17.0 +/- 0.5, p = .007). A model containing the single parameter GLevNonU proved to be the best for differentiating between HCM patients and controls with a sensitivity/specificity of 91%/93%. A cut-off of GLevNonU >/=46 allowed for distinguishing HCM patients from controls with a sensitivity/specificity of 94%/90%. Even in patients without late gadolinium enhancement (LGE), the defined cut-off led to a differentiation of LGE- patients from healthy controls with 100% sensitivity and 90% specificity. CONCLUSIONS: TA on non-contrast T1-weighted images allows for the detection of myocardial tissue alterations in the setting of HCM with excellent accuracy, delivering potential novel parameters for a non-contrast assessment of myocardial texture alterations."
27840985,Yes,Yes,No,No,RNA‑seq profiling of mRNA associated with hypertrophic cardiomyopathy.,"The mechanisms of hypertrophic cardiomyopathy (HCM) pathogenesis can be investigated by determining the differences between healthy and disease states at the molecular level. In the present study, large‑scale transcriptome sequencing was performed to compare mRNA expression in patients with HCM and control groups using an Illumina sequencing platform. Compared with the genome background, 257 differentially expressed genes (DEGs) were identified in which 62 genes were downregulated and 195 genes were upregulated. Reverse transcription‑quantitative polymerase chain reaction was performed to validate the expression pattern of certain mRNAs. Gene ontology enrichment and KEGG analysis of mRNAs was conducted to identify the biological modules and pathological pathways associated with the DEGs. To the best of our knowledge, this is the first time study to investigate the differences in mRNA between patients with HCM and normal controls at the transcriptome level. The results of the study will contributed to the understanding of the important molecular mechanisms involved in HCM and aid the selection of key genes to investigate in the future."
